FID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,FID_FLU_di,OBJECTID,Jurisdicti,Juris_zn,Zone_adj,Jurisdic_1,Zone_adj_1,Juris_zn_1,Key,Definition,Res_Use,MaxDU_Res
1974,1,1974,53,53,63400,4,530530634004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1975,1,1975,53,53,71209,3,530530712093.0,1045,1053,Puyallup,Puyallup_RS-10,RS-10,Puyallup,RS-10,Puyallup_RS-10,Puyallup_RS-10,Low urban density single family,Y,4
1976,1,1976,53,53,72905,3,530530729053.0,-1,0, , , , , , , , , ,0
1977,1,1977,53,53,72907,1,530530729071.0,-1,0, , , , , , , , , ,0
1978,1,1978,53,53,940011,3,530539400113.0,1560,1568,Tacoma,Tacoma_R1,R1,Tacoma,R1,Tacoma_R1,Tacoma_R-1,Single family dwelling,Y,5.8
1979,1,1979,53,53,70310,4,530530703104.0,-1,0, , , , , , , , , ,0
1980,1,1980,53,53,940003,1,530539400031.0,-1,0, , , , , , , , , ,0
1981,1,1981,53,53,940010,1,530539400101.0,-1,0, , , , , , , , , ,0
1982,1,1982,53,53,61500,1,530530615001.0,-1,0, , , , , , , , , ,0
1983,1,1983,53,53,71506,2,530530715062.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1984,1,1984,53,53,71901,4,530530719014.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
1985,1,1985,53,53,70401,2,530530704012.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1986,1,1986,53,53,63502,2,530530635022.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1987,1,1987,53,53,71705,3,530530717053.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1988,1,1988,53,53,72408,1,530530724081.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
1989,1,1989,53,53,72601,1,530530726011.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1990,1,1990,53,53,61500,3,530530615003.0,-1,0, , , , , , , , , ,0
1991,1,1991,53,53,71805,2,530530718052.0,802,805,Lakewood,Lakewood_MR1,MR1,Lakewood,MR1,Lakewood_MR1,Lakewood_MR1,Mixed residential 1,Y,8.7
1992,1,1992,53,53,70309,3,530530703093.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1993,1,1993,53,53,71306,2,530530713062.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1994,1,1994,53,53,71207,2,530530712072.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1995,1,1995,53,53,63200,4,530530632004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1996,1,1996,53,53,61900,2,530530619002.0,-1,0, , , , , , , , , ,0
1997,1,1997,53,53,62300,1,530530623001.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1998,1,1998,53,53,73200,2,530530732002.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1999,1,1999,53,53,71505,3,530530715053.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
2000,1,2000,53,53,63200,2,530530632002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2001,1,2001,53,53,63400,5,530530634005.0,-1,0, , , , , , , , , ,0
2002,1,2002,53,53,71707,1,530530717071.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2003,1,2003,53,53,71707,3,530530717073.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
2004,1,2004,53,53,63200,3,530530632003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2005,1,2005,53,53,63100,3,530530631003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2006,1,2006,53,53,71504,4,530530715044.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2007,1,2007,53,53,71406,2,530530714062.0,-1,0, , , , , , , , , ,0
2008,1,2008,53,53,71503,2,530530715032.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2009,1,2009,53,53,71505,4,530530715054.0,-1,0, , , , , , , , , ,0
2010,1,2010,53,53,73114,1,530530731141.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
2011,1,2011,53,53,71408,1,530530714081.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2012,1,2012,53,53,72406,3,530530724063.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2013,1,2013,53,53,62600,2,530530626002.0,-1,0, , , , , , , , , ,0
2014,1,2014,53,53,70312,1,530530703121.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2015,1,2015,53,53,70313,1,530530703131.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2016,1,2016,53,53,70307,3,530530703073.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2017,1,2017,53,53,73125,1,530530731251.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
2018,1,2018,53,53,71408,2,530530714082.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2019,1,2019,53,53,73124,2,530530731242.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
2020,1,2020,53,53,71504,2,530530715042.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
2021,1,2021,53,53,71808,2,530530718082.0,-1,0, , , , , , , , , ,0
2022,1,2022,53,53,72000,3,530530720003.0,-1,0, , , , , , , , , ,0
2023,1,2023,53,53,72000,2,530530720002.0,-1,0, , , , , , , , , ,0
2024,1,2024,53,53,72106,3,530530721063.0,-1,0, , , , , , , , , ,0
2025,1,2025,53,53,72601,2,530530726012.0,992,1000,Pierce,Pierce_RSR,RSR,Pierce,RSR,Pierce_RSR,Pierce_RSR,Rural sensitive resource,Y,0.2
2026,1,2026,53,53,72503,1,530530725031.0,992,1000,Pierce,Pierce_RSR,RSR,Pierce,RSR,Pierce_RSR,Pierce_RSR,Rural sensitive resource,Y,0.2
2027,1,2027,53,53,72503,2,530530725032.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2028,1,2028,53,53,61300,3,530530613003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2029,1,2029,53,53,61300,6,530530613006.0,-1,0, , , , , , , , , ,0
2030,1,2030,53,53,61700,5,530530617005.0,-1,0, , , , , , , , , ,0
2031,1,2031,53,53,71403,1,530530714031.0,990,998,Pierce,Pierce_RR,RR,Pierce,RR,Pierce_RR,Pierce_RR,Residential resource,Y,3
2032,1,2032,53,53,72504,1,530530725041.0,-1,0, , , , , , , , , ,0
2033,1,2033,53,53,70207,4,530530702074.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
2034,1,2034,53,53,73406,1,530530734061.0,-1,0, , , , , , , , , ,0
2035,1,2035,53,53,72108,1,530530721081.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
2036,1,2036,53,53,60500,5,530530605005.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2037,1,2037,53,53,71305,2,530530713052.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
2038,1,2038,53,53,60500,2,530530605002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2039,1,2039,53,53,60905,3,530530609053.0,1560,1568,Tacoma,Tacoma_R1,R1,Tacoma,R1,Tacoma_R1,Tacoma_R-1,Single family dwelling,Y,5.8
2040,1,2040,53,53,61500,2,530530615002.0,-1,0, , , , , , , , , ,0
2041,1,2041,53,53,72107,4,530530721074.0,-1,0, , , , , , , , , ,0
2042,1,2042,53,53,72307,1,530530723071.0,-1,0, , , , , , , , , ,0
2043,1,2043,53,53,72310,3,530530723103.0,1607,1615,UP,UP_R1,R1,UP,R1,UP_R1,UP_R1,Residential 1,Y,6
2044,1,2044,53,53,71409,4,530530714094.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2045,1,2045,53,53,71703,2,530530717032.0,-1,0, , , , , , , , , ,0
2046,1,2046,53,53,63400,1,530530634001.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2047,1,2047,53,53,61001,2,530530610012.0,1560,1568,Tacoma,Tacoma_R1,R1,Tacoma,R1,Tacoma_R1,Tacoma_R-1,Single family dwelling,Y,5.8
2048,1,2048,53,53,60904,4,530530609044.0,-1,0, , , , , , , , , ,0
2049,1,2049,53,53,60800,7,530530608007.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2050,1,2050,53,53,60400,2,530530604002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2051,1,2051,53,53,72408,2,530530724082.0,992,1000,Pierce,Pierce_RSR,RSR,Pierce,RSR,Pierce_RSR,Pierce_RSR,Rural sensitive resource,Y,0.2
2052,1,2052,53,53,60906,1,530530609061.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2053,1,2053,53,53,61100,7,530530611007.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2054,1,2054,53,53,61200,4,530530612004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2055,1,2055,53,53,60700,6,530530607006.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2056,1,2056,53,53,71304,3,530530713043.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2057,1,2057,53,53,71206,2,530530712062.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
2058,1,2058,53,53,73302,2,530530733022.0,1686,1694,Sumner,Sumner_LDR-8.5,LDR-8.5,Sumner,LDR-8.5,Sumner_LDR-8.5,Sumner_LDR-8.5,Low density residential,Y,5.12
2059,1,2059,53,53,73407,2,530530734072.0,1043,1051,Puyallup,Puyallup_RS-06,RS-06,Puyallup,RS-06,Puyallup_RS-06,Puyallup_RS-06,Urban density single family,Y,6
2060,1,2060,53,53,60300,1,530530603001.0,1560,1568,Tacoma,Tacoma_R1,R1,Tacoma,R1,Tacoma_R1,Tacoma_R-1,Single family dwelling,Y,5.8
2061,1,2061,53,53,60700,3,530530607003.0,1564,1572,Tacoma,Tacoma_R2-SRD,R2-SRD,Tacoma,R2-SRD,Tacoma_R2-SRD,Tacoma_R-2SRD,Residential special review,Y,8.7
2062,1,2062,53,53,72105,2,530530721052.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
2063,1,2063,53,53,71209,1,530530712091.0,1045,1053,Puyallup,Puyallup_RS-10,RS-10,Puyallup,RS-10,Puyallup_RS-10,Puyallup_RS-10,Low urban density single family,Y,4
2064,1,2064,53,53,72406,2,530530724062.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
2065,1,2065,53,53,63000,2,530530630002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2066,1,2066,53,53,61300,5,530530613005.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2067,1,2067,53,53,61601,1,530530616011.0,-1,0, , , , , , , , , ,0
2068,1,2068,53,53,61800,3,530530618003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2069,1,2069,53,53,61700,3,530530617003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2070,1,2070,53,53,70308,1,530530703081.0,131,132,BonneyLake,BonneyLake_R1,R1,BonneyLake,R1,BonneyLake_R1,BonneyLake_R-1,Low density residential,Y,5
2071,1,2071,53,53,61300,4,530530613004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2072,1,2072,53,53,70311,1,530530703111.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2073,1,2073,53,53,60600,3,530530606003.0,-1,0, , , , , , , , , ,0
2074,1,2074,53,53,61100,2,530530611002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2075,1,2075,53,53,70207,1,530530702071.0,-1,0, , , , , , , , , ,0
2076,1,2076,53,53,72307,2,530530723072.0,1607,1615,UP,UP_R1,R1,UP,R1,UP_R1,UP_R1,Residential 1,Y,6
2077,1,2077,53,53,71504,1,530530715041.0,-1,0, , , , , , , , , ,0
2078,1,2078,53,53,940009,1,530539400091.0,313,316,Edgewood,Edgewood_Single Family Moderate,Single Family Moderate,Edgewood,Single Family Moderate,Edgewood_Single Family Moderate,Edgewood_SF-5,Single family high,Y,5
2079,1,2079,53,53,60903,3,530530609033.0,-1,0, , , , , , , , , ,0
2080,1,2080,53,53,73111,1,530530731111.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2081,1,2081,53,53,73404,1,530530734041.0,-1,0, , , , , , , , , ,0
2082,1,2082,53,53,70310,2,530530703102.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2083,1,2083,53,53,70203,2,530530702032.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2084,1,2084,53,53,73406,2,530530734062.0,-1,0, , , , , , , , , ,0
2085,1,2085,53,53,70311,3,530530703113.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2086,1,2086,53,53,72505,2,530530725052.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
2087,1,2087,53,53,73407,3,530530734073.0,1043,1051,Puyallup,Puyallup_RS-06,RS-06,Puyallup,RS-06,Puyallup_RS-06,Puyallup_RS-06,Urban density single family,Y,6
2088,1,2088,53,53,73110,2,530530731102.0,-1,0, , , , , , , , , ,0
2089,1,2089,53,53,72305,3,530530723053.0,-1,0, , , , , , , , , ,0
2090,1,2090,53,53,71806,2,530530718062.0,-1,0, , , , , , , , , ,0
2091,1,2091,53,53,71705,1,530530717051.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2092,1,2092,53,53,62500,5,530530625005.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2093,1,2093,53,53,72305,5,530530723055.0,-1,0, , , , , , , , , ,0
2094,1,2094,53,53,72305,4,530530723054.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2095,1,2095,53,53,71902,2,530530719022.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
2096,1,2096,53,53,71902,3,530530719023.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
2097,1,2097,53,53,72111,1,530530721111.0,-1,0, , , , , , , , , ,0
2098,1,2098,53,53,63501,2,530530635012.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2099,1,2099,53,53,72112,3,530530721123.0,812,815,Lakewood,Lakewood_R4,R4,Lakewood,R4,Lakewood_R4,Lakewood_R4,Residential 4,Y,6.4
2100,1,2100,53,53,61700,4,530530617004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2101,1,2101,53,53,61002,1,530530610021.0,-1,0, , , , , , , , , ,0
2102,1,2102,53,53,71803,3,530530718033.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
2103,1,2103,53,53,72407,1,530530724071.0,-1,0, , , , , , , , , ,0
2104,1,2104,53,53,72603,3,530530726033.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2105,1,2105,53,53,72410,1,530530724101.0,-1,0, , , , , , , , , ,0
2106,1,2106,53,53,73005,4,530530730054.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
2107,1,2107,53,53,60800,3,530530608003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2108,1,2108,53,53,61100,1,530530611001.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2109,1,2109,53,53,61100,6,530530611006.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2110,1,2110,53,53,60700,2,530530607002.0,1564,1572,Tacoma,Tacoma_R2-SRD,R2-SRD,Tacoma,R2-SRD,Tacoma_R2-SRD,Tacoma_R-2SRD,Residential special review,Y,8.7
2111,1,2111,53,53,60600,2,530530606002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2112,1,2112,53,53,940006,2,530539400062.0,-1,0, , , , , , , , , ,0
2113,1,2113,53,53,71208,3,530530712083.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2114,1,2114,53,53,60500,3,530530605003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2115,1,2115,53,53,61002,4,530530610024.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2116,1,2116,53,53,71407,3,530530714073.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
2117,1,2117,53,53,61300,2,530530613002.0,1564,1572,Tacoma,Tacoma_R2-SRD,R2-SRD,Tacoma,R2-SRD,Tacoma_R2-SRD,Tacoma_R-2SRD,Residential special review,Y,8.7
2118,1,2118,53,53,70703,4,530530707034.0,882,885,Milton,Milton_RS,RS,Milton,RS,Milton_RS,Milton_RS,Residential,Y,7.26
2119,1,2119,53,53,73301,4,530530733014.0,-1,0, , , , , , , , , ,0
2120,1,2120,53,53,60400,4,530530604004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2121,1,2121,53,53,61400,2,530530614002.0,-1,0, , , , , , , , , ,0
2122,1,2122,53,53,61100,5,530530611005.0,-1,0, , , , , , , , , ,0
2123,1,2123,53,53,71209,2,530530712092.0,1045,1053,Puyallup,Puyallup_RS-10,RS-10,Puyallup,RS-10,Puyallup_RS-10,Puyallup_RS-10,Low urban density single family,Y,4
2124,1,2124,53,53,62802,3,530530628023.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2125,1,2125,53,53,72112,1,530530721121.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
2126,1,2126,53,53,940011,1,530539400111.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2127,1,2127,53,53,71805,3,530530718053.0,-1,0, , , , , , , , , ,0
2128,1,2128,53,53,60600,4,530530606004.0,-1,0, , , , , , , , , ,0
2129,1,2129,53,53,61100,4,530530611004.0,-1,0, , , , , , , , , ,0
2130,1,2130,53,53,60600,6,530530606006.0,-1,0, , , , , , , , , ,0
2131,1,2131,53,53,71902,4,530530719024.0,810,813,Lakewood,Lakewood_R2,R2,Lakewood,R2,Lakewood_R2,Lakewood_R2,Residential 2,Y,2.2
2132,1,2132,53,53,71901,2,530530719012.0,812,815,Lakewood,Lakewood_R4,R4,Lakewood,R4,Lakewood_R4,Lakewood_R4,Residential 4,Y,6.4
2133,1,2133,53,53,940008,3,530539400083.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2134,1,2134,53,53,61200,5,530530612005.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2135,1,2135,53,53,72106,4,530530721064.0,-1,0, , , , , , , , , ,0
2136,1,2136,53,53,72308,2,530530723082.0,1607,1615,UP,UP_R1,R1,UP,R1,UP_R1,UP_R1,Residential 1,Y,6
2137,1,2137,53,53,61001,1,530530610011.0,-1,0, , , , , , , , , ,0
2138,1,2138,53,53,70204,1,530530702041.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
2139,1,2139,53,53,71403,3,530530714033.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
2140,1,2140,53,53,60905,2,530530609052.0,-1,0, , , , , , , , , ,0
2141,1,2141,53,53,940008,1,530539400081.0,-1,0, , , , , , , , , ,0
2142,1,2142,53,53,940008,2,530539400082.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
2143,1,2143,53,53,940002,1,530539400021.0,-1,0, , , , , , , , , ,0
2144,1,2144,53,53,940002,2,530539400022.0,419,422,Fife,Fife_RC,RC,Fife,RC,Fife_RC,Fife_RC,Regional commercial,Y,4.97
2145,1,2145,53,53,940011,2,530539400112.0,1560,1568,Tacoma,Tacoma_R1,R1,Tacoma,R1,Tacoma_R1,Tacoma_R-1,Single family dwelling,Y,5.8
2146,1,2146,53,61,51921,1,530610519211.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2147,1,2147,53,61,51924,2,530610519242.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2148,1,2148,53,61,52005,1,530610520051.0,874,877,MillCreek,MillCreek_PRD 7200, ,MillCreek, ,MillCreek_PRD 7200,MillCreek_PRD7200,Planned residential development,Y,6.05
2149,1,2149,53,61,52005,2,530610520052.0,874,877,MillCreek,MillCreek_PRD 7200, ,MillCreek, ,MillCreek_PRD 7200,MillCreek_PRD7200,Planned residential development,Y,6.05
2150,1,2150,53,61,52004,1,530610520041.0,-1,0, , , , , , , , , ,0
2151,1,2151,53,61,41606,1,530610416061.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2152,1,2152,53,61,52203,2,530610522032.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2153,1,2153,53,61,52207,3,530610522073.0,1458,1466,Snoco,Snoco_A-10,A-10,Snoco,A-10,Snoco_A-10,Snoco_A-10,Agriculture 10-acre,Y,0.1
2154,1,2154,53,61,52207,4,530610522074.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2155,1,2155,53,61,52207,2,530610522072.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2156,1,2156,53,61,52206,1,530610522061.0,-1,0, , , , , , , , , ,0
2157,1,2157,53,61,41905,2,530610419052.0,-1,0, , , , , , , , , ,0
2158,1,2158,53,61,41904,3,530610419043.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2159,1,2159,53,61,41809,2,530610418092.0,-1,0, , , , , , , , , ,0
2160,1,2160,53,61,41601,3,530610416013.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
